RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2022~2022~50~Q17~TAC01~AGE~OVERALL,2022,2022,VT,Vermont,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,16.4,16.4,,,14.1,19.0,Age Group,50-64 years,,,POINT (-72.51764079099962 43.62538123900049),C04,TAC01,Q17,50,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~56~Q15~TSC02~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,73.7,73.7,,,70.3,76.9,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-108.10983035299967 43.23554134300048),C03,TSC02,Q15,56,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~50~Q13~TNC04~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-72.51764079099962 43.62538123900049),C02,TNC04,Q13,50,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~51~Q16~TNC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,23.9,23.9,,,22.4,25.5,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C02,TNC03,Q16,51,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~55~Q42~TCC04~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-89.81637074199966 44.39319117400049),C06,TCC04,Q42,55,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~51~Q18~TSC08~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,48.6,48.6,,,44.4,52.9,Age Group,50-64 years,Sex,Male,POINT (-78.45789046299967 37.54268067400045),C03,TSC08,Q18,51,AGE,5064,SEX,MALE
BRFSS~2022~2022~56~Q35~TOC03~AGE~SEX,2022,2022,WY,Wyoming,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,6.7,6.7,,,5.3,8.1,Age Group,65 years or older,Sex,Male,POINT (-108.10983035299967 43.23554134300048),C01,TOC03,Q35,56,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~53~Q11~TSC11~AGE~RACE,2022,2022,WA,Washington,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,44.1,44.1,,,30.9,58.1,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.47001078999972 47.52227862900048),C03,TSC11,Q11,53,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~9004~Q12~TSC01~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,68.8,68.8,,,61.5,75.2,Age Group,65 years or older,Race/Ethnicity,Hispanic,,C03,TSC01,Q12,9004,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~51~Q11~TSC11~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-78.45789046299967 37.54268067400045),C03,TSC11,Q11,51,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~53~Q07~TOC05~AGE~SEX,2022,2022,WA,Washington,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,77.2,77.2,,,75.5,78.9,Age Group,65 years or older,Sex,Female,POINT (-120.47001078999972 47.52227862900048),C01,TOC05,Q07,53,AGE,65PLUS,SEX,FEMALE
BRFSS~2022~2022~78~Q35~TOC03~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-64.896335 18.335765),C01,TOC03,Q35,78,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~78~Q03~TMC01~AGE~OVERALL,2022,2022,VI,Virgin Islands,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,,,POINT (-64.896335 18.335765),C05,TMC01,Q03,78,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~55~Q42~TCC04~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C06,TCC04,Q42,55,AGE,5064,RACE,BLK
BRFSS~2022~2022~56~Q19~TSC04~AGE~SEX,2022,2022,WY,Wyoming,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,86.0,86.0,,,82.1,89.1,Age Group,65 years or older,Sex,Male,POINT (-108.10983035299967 43.23554134300048),C03,TSC04,Q19,56,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~9004~Q21~TAC03~AGE~RACE,2022,2022,WEST,West,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,10.5,10.5,,,9.8,11.1,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,C04,TAC03,Q21,9004,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~51~Q41~TCC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,26.8,26.8,,,17.8,38.2,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C06,TCC03,Q41,51,AGE,5064,RACE,WHT
BRFSS~2022~2022~50~Q12~TSC01~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,65.8,65.8,,,61.5,69.9,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-72.51764079099962 43.62538123900049),C03,TSC01,Q12,50,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~51~Q39~TGC04~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,%,PRCTG,Percentage,27.5,27.5,,,19.9,36.7,Age Group,65 years or older,Sex,Male,POINT (-78.45789046299967 37.54268067400045),C07,TGC04,Q39,51,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~56~Q43~TOC11~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,38.1,38.1,,,34.8,41.5,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-108.10983035299967 43.23554134300048),C01,TOC11,Q43,56,AGE,5064,RACE,WHT
BRFSS~2022~2022~51~Q07~TOC05~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-78.45789046299967 37.54268067400045),C01,TOC05,Q07,51,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~50~Q20~TSC03~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-72.51764079099962 43.62538123900049),C03,TSC03,Q20,50,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~9004~Q32~TOC07~AGE~SEX,2022,2022,WEST,West,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,21.0,21.0,,,19.9,22.2,Age Group,Overall,Sex,Male,,C01,TOC07,Q32,9004,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~78~Q16~TNC03~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-64.896335 18.335765),C02,TNC03,Q16,78,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~56~Q15~TSC02~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-108.10983035299967 43.23554134300048),C03,TSC02,Q15,56,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~51~Q17~TAC01~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-78.45789046299967 37.54268067400045),C04,TAC01,Q17,51,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~51~Q38~TGC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,%,PRCTG,Percentage,74.5,74.5,,,62.7,83.6,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C07,TGC03,Q38,51,AGE,5064,RACE,BLK
BRFSS~2022~2022~9004~Q13~TNC04~AGE~RACE,2022,2022,WEST,West,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,40.6,40.6,,,34.4,47.1,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C02,TNC04,Q13,9004,AGE,5064,RACE,BLK
BRFSS~2022~2022~55~Q19~TSC04~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-89.81637074199966 44.39319117400049),C03,TSC04,Q19,55,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~51~Q33~TOC08~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,80.5,80.5,,,76.9,83.7,Age Group,50-64 years,Sex,Male,POINT (-78.45789046299967 37.54268067400045),C01,TOC08,Q33,51,AGE,5064,SEX,MALE
BRFSS~2022~2022~54~Q43~TOC11~AGE~SEX,2022,2022,WV,West Virginia,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,60.1,60.1,,,56.2,64.0,Age Group,65 years or older,Sex,Male,POINT (-80.71264013499967 38.66551020200046),C01,TOC11,Q43,54,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~50~Q27~TMC03~AGE~SEX,2022,2022,VT,Vermont,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,16.2,16.2,,,14.1,18.4,Age Group,Overall,Sex,Male,POINT (-72.51764079099962 43.62538123900049),C05,TMC03,Q27,50,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~55~Q38~TGC03~AGE~SEX,2022,2022,WI,Wisconsin,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,%,PRCTG,Percentage,76.2,76.2,,,71.5,80.4,Age Group,Overall,Sex,Male,POINT (-89.81637074199966 44.39319117400049),C07,TGC03,Q38,55,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~78~Q09~TSC09~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-64.896335 18.335765),C03,TSC09,Q09,78,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~53~Q33~TOC08~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,62.5,62.5,,,56.6,68.1,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-120.47001078999972 47.52227862900048),C01,TOC08,Q33,53,AGE,5064,RACE,HIS
BRFSS~2022~2022~51~Q03~TMC01~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-78.45789046299967 37.54268067400045),C05,TMC01,Q03,51,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~56~Q03~TMC01~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,10.3,10.3,,,9.0,11.8,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-108.10983035299967 43.23554134300048),C05,TMC01,Q03,56,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~55~Q40~TGC05~AGE~SEX,2022,2022,WI,Wisconsin,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,%,PRCTG,Percentage,30.1,30.1,**,Estimate is not comparable to those generated using data from years prior to 2019 due to survey question changes,26.0,34.6,Age Group,Overall,Sex,Female,POINT (-89.81637074199966 44.39319117400049),C07,TGC05,Q40,55,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2022~2022~78~Q03~TMC01~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-64.896335 18.335765),C05,TMC01,Q03,78,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~54~Q07~TOC05~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-80.71264013499967 38.66551020200046),C01,TOC05,Q07,54,AGE,5064,RACE,HIS
BRFSS~2022~2022~78~Q35~TOC03~AGE~SEX,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Sex,Male,POINT (-64.896335 18.335765),C01,TOC03,Q35,78,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~51~Q45~TOC13~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,27.4,27.4,,,24.6,30.4,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C01,TOC13,Q45,51,AGE,65PLUS,RACE,WHT
